"code";"diagosis"
"2.4.1.38.1";"Mouth, mandible, pharynx, or facial bones trauma (Nonsurgical)"
"2.4.1.38.2";"Ocular trauma (Nonsurgical)"
"2.4.1.39.1";"Head or neck tumour not intra-oral or intra-cranial (Nonsurgical)"
"2.4.1.39.2";"Intra-oral or pharyngeal tumour (Nonsurgical)"
"2.4.1.39.3";"Ocular tumour (Nonsurgical)"
"2.4.1.41.1";"Carotid or vertebral artery stenosis or occlusion (Nonsurgical)"
"2.4.1.41.2";"Carotid or vertebral artery aneurysm or dissection (Nonsurgical)"
"2.4.1.41.3";"Traumatic rupture or puncture of carotid or vertebral artery (Nonsurgical)"
"2.4.1.41.4";"Instrumental damage to carotid or vertebral artery (Nonsurgical)"
"2.4.1.41.5";"Extracranial or neck arterio-venous malformation or haemangioma (Nonsurgical)"
"2.4.1.41.6";"Vasculitis of cerebral circulation (Nonsurgical)"
"2.4.1.41.7";"Vascular lesion of eyes (Nonsurgical)"
"2.4.2.7.1";"Toxic or drug-induced coma or encephalopathy (Nonsurgical)"
"2.4.2.7.2";"Metabolic coma or encephalopathy (Nonsurgical)"
"2.4.2.7.3";"Anoxic or ischaemic coma or encephalopathy (Nonsurgical)"
"2.4.2.7.4";"Degenerative coma or encephalopathy (Nonsurgical)"
"2.4.2.7.5";"Post-anaesthetic encephalopathy aetiology uncertain (Nonsurgical)"
"2.4.2.7.6";"Brainstem death (Nonsurgical)"
"2.4.2.7.7";"Primary brain injury (Nonsurgical)"
"2.4.2.7.8";"Reye's or Reye-like syndrome  (Nonsurgical)"
"2.4.2.8.1";"Congenital hydrocephalus (Nonsurgical)"
"2.4.2.8.2";"Secondary hydrocephalus (Nonsurgical)"
"2.4.2.8.3";"Arnold-Chiari malformation (Nonsurgical)"
"2.4.2.8.4";"Cerebral palsy (Nonsurgical)"
"2.4.2.8.5";"Congenital abnormality of skull (Nonsurgical)"
"2.4.2.8.6";"Parkinson's Disease (Nonsurgical)"
"2.4.2.8.7";"Multiple sclerosis (Nonsurgical)"
"2.4.2.8.8";"Central hypoventilation (Ondine's curse) (Nonsurgical)"
"2.4.2.15.1";"Intracerebral bleeding (Nonsurgical)"
"2.4.2.15.2";"Subarachnoid bleeding (Nonsurgical)"
"2.4.2.15.3";"Subdural haematoma (Nonsurgical)"
"2.4.2.15.4";"Extradural haematoma (Nonsurgical)"
"2.4.2.27.1";"Meningitis (Nonsurgical)"
"2.4.2.27.2";"Encephalitis (Nonsurgical)"
"2.4.2.27.3";"Intracranial abscess (Nonsurgical)"
"2.4.2.27.4";"Orbital cellulitis (Nonsurgical)"
"2.4.2.27.5";"Infected CSF shunt (Nonsurgical)"
"2.4.2.33.1";"Status epilepticus or uncontrolled seizures (Nonsurgical)"
"2.4.2.33.2";"Eclampsia (Nonsurgical)"
"2.4.2.33.3";"Alcohol withdrawal seizures (Nonsurgical)"
"2.4.2.38.1";"Primary brain injury (Nonsurgical)"
"2.4.2.38.2";"Subdural haematoma (Nonsurgical)"
"2.4.2.38.3";"Extradural haematoma (Nonsurgical)"
"2.4.2.38.4";"Non-accidental injury to brain (Nonsurgical)"
"2.4.2.39.1";"Primary brain or meningeal tumour (Nonsurgical)"
"2.4.2.39.2";"Secondary intracranial tumour (Nonsurgical)"
"2.4.2.41.1";"Berry or other intracranial aneurysm (Nonsurgical)"
"2.4.2.41.2";"Intracranial arterio-venous malformation (Nonsurgical)"
"2.4.2.41.3";"Thrombo-occlusive disease of brain (Nonsurgical)"
"2.4.2.41.4";"Arterial air embolus (Nonsurgical)"
"2.4.2.41.5";"Vasculitis of cerebral circulation (Nonsurgical)"
"2.4.2.41.6";"Embolic brain lesions causing respiratory failure (Nonsurgical)"
"2.4.3.8.1";"Spinal cord or nerve root compression by intervertebral disc (Nonsurgical)"
"2.4.3.8.2";"Spinal stenosis (Nonsurgical)"
"2.4.3.8.3";"Spina bifida or meningomyelcoele (Nonsurgical)"
"2.4.3.8.4";"Multiple sclerosis (Nonsurgical)"
"2.4.3.9.1";"Motor neurone disease (Nonsurgical)"
"2.4.3.9.2";"Transverse myelitis (Nonsurgical)"
"2.4.3.12.1";"Epidural injection or infusion (Nonsurgical)"
"2.4.3.12.2";"Spinal injection or infusion (Nonsurgical)"
"2.4.3.27.1";"Epidural or subdural abscess (Nonsurgical)"
"2.4.3.27.2";"Poliomyelitis (Nonsurgical)"
"2.4.3.27.3";"Tetanus (Nonsurgical)"
"2.4.3.38.1";"Cervical cord injury (Nonsurgical)"
"2.4.3.38.2";"Thoracic cord injury (Nonsurgical)"
"2.4.3.38.3";"Lumbar cord or cauda equina injury (Nonsurgical)"
"2.4.3.38.4";"Chronic spinal cord injury (Nonsurgical)"
"2.4.3.39.1";"Primary tumour of cord or meninges (Nonsurgical)"
"2.4.3.39.2";"Extrinsic compression of cord by non-neural tumour (Nonsurgical)"
"2.4.4.9.1";"Motor neurone disease (Nonsurgical)"
"2.4.4.27.1";"Infective polyneuropathy (Nonsurgical)"
"2.4.4.27.2";"Leprosy (Nonsurgical)"
"2.4.4.28.1";"Guillain-Barre syndrome (Nonsurgical)"
"2.4.4.28.2";"Toxic polyneuropathy (Nonsurgical)"
"2.4.4.28.3";"Autoimmune polyneuropathy (Nonsurgical)"
"2.4.4.28.4";"Porphyria (Nonsurgical)"
"2.4.4.38.1";"Brachial plexus injury (Nonsurgical)"
"2.4.4.38.2";"Lumbar plexus injury (Nonsurgical)"
"2.4.5.8.1";"Pseudocholinesterase deficiency (Nonsurgical)"
"2.4.5.8.2";"Failure of reversal of non-depolarising neuromuscular blockers (Nonsurgical)"
"2.4.5.8.3";"Myasthenia gravis (Nonsurgical)"
"2.5.3.9.1";"Traumatic pancreatitis or pancreatic damage (Nonsurgical)"
"2.5.3.9.2";"Instrumental damage to pancreatic duct (Nonsurgical)"
"2.5.3.10.1";"Trauma to abdominal wall (Nonsurgical)"
"2.5.3.10.3";"Ruptured diaphragm (Nonsurgical)"
"2.5.4.1.1";"Mouth, mandible, pharynx, or facial bones trauma (Nonsurgical)"
"2.5.4.1.2";"Ocular trauma (Nonsurgical)"
"2.5.4.2.1";"Primary brain injury (Nonsurgical)"
"2.5.4.2.2";"Subdural haematoma (Nonsurgical)"
"2.5.4.2.3";"Extradural haematoma (Nonsurgical)"
"2.5.4.2.4";"Non-accidental injury to brain (Nonsurgical)"
"2.5.4.3.1";"Cervical cord injury (Nonsurgical)"
"2.5.4.3.2";"Thoracic cord injury (Nonsurgical)"
"2.5.4.3.3";"Lumbar cord or cauda equina injury (Nonsurgical)"
"2.5.4.3.4";"Chronic spinal cord injury (Nonsurgical)"
"2.5.4.4.1";"Brachial plexus injury (Nonsurgical)"
"2.5.4.4.2";"Lumbar plexus injury (Nonsurgical)"
"2.5.5.1.1";"Traumatic renal rupture (Nonsurgical)"
"2.5.5.1.2";"Traumatic disruption of ureters (Nonsurgical)"
"2.5.5.1.3";"Traumatic damage to renal vessels (Nonsurgical)"
"2.5.5.1.4";"Instrumental damage to kidney, ureter or vessels (Nonsurgical)"
"2.5.5.2.1";"Traumatic perforation or rupture of bladder (Nonsurgical)"
"2.5.5.2.2";"Traumatic perforation or rupture of urethra (Nonsurgical)"
"2.5.5.2.3";"Instrumental damage to bladder or urethra (Nonsurgical)"
"2.5.5.3.1";"Uterine rupture or perforation (Nonsurgical)"
"2.5.5.3.2";"Instrumental damage to uterus, ovaries or fallopian tubes (Nonsurgical)"
"2.5.5.3.3";"Non-accidental injury to female genitalia  (Nonsurgical)"
"2.5.5.4.1";"Uterine rupture or perforation (Nonsurgical)"
"2.5.5.4.2";"Instrumental damage to uterus, ovaries or fallopian tubes (Nonsurgical)"
"2.5.5.5.1";"Traumatic damage to testes, prostrate or penis (Nonsurgical)"
"2.5.5.5.2";"Instrumental damage to testes, prostrate or penis (Nonsurgical)"
"2.5.5.5.3";"Non-accidental injury to male genitalia (Nonsurgical)"
"2.5.6.1.1";"Cervical spine fracture or ligamentous injury (Nonsurgical)"
"2.5.6.1.2";"Thoracic spine fracture or ligamentous injury (Nonsurgical)"
"2.5.6.1.3";"Lumbar spine fracture or ligamentous injury (Nonsurgical)"
"2.5.6.1.4";"Haemorrhage or haematoma from vertebral column (Nonsurgical)"
"2.5.6.2.1";"Pelvic fracture (Nonsurgical)"
"2.5.6.2.2";"Single long bone fracture (Nonsurgical)"
"2.5.6.2.3";"Multiple long bone fractures (Nonsurgical)"
"2.5.6.2.4";"Non-accidental injury to pelvis, long bones or joints (Nonsurgical)"
"2.5.6.2.5";"Haemorrhage or haematoma from pelvis, long bones or joints (Nonsurgical)"
"2.5.6.3.1";"Crush injury (Nonsurgical)"
"2.5.6.3.2";"Compartment syndrome (Nonsurgical)"
"2.5.6.3.3";"Non-accidental injury to muscles or connective tissue (Nonsurgical)"
"2.5.6.3.4";"Haemorrhage or haematoma from muscles or connective tissue (Nonsurgical)"
"2.5.6.3.5";"Non-accidental injury to muscles or connective tissue (Nonsurgical)"
"2.5.6.3.6";"Amputation of limb (Nonsurgical)"
"2.5.7.1.1";"Electrical burns (Nonsurgical)"
"2.5.7.1.2";"Burns caused by dry heat (Nonsurgical)"
"2.5.7.1.3";"Degloving injury (Nonsurgical)"
"2.5.7.1.4";"Non-accidental injury to skin (Nonsurgical)"
"2.6.8.1.1";"Accidental poisoning with sedatives or hypnotics (Nonsurgical)"
"2.6.8.1.2";"Accidental poisoning with narcotics (Nonsurgical)"
"2.6.8.1.3";"Accidental poisoning with tri- and tetracyclic antidepressants (Nonsurgical)"
"2.6.8.1.4";"Accidental poisoning with non-cyclic antidepressants (Nonsurgical)"
"2.6.8.1.5";"Accidental poisoning with cardiovascular drugs (Nonsurgical)"
"2.6.8.1.6";"Accidental poisoning with aspirin (Nonsurgical)"
"2.6.8.1.7";"Accidental poisoning with paracetamol (Nonsurgical)"
"2.6.8.1.8";"Accidental poisoning with industrial or agricultural chemicals (Nonsurgical)"
"2.6.8.1.9";"Accidental poisoning with insulin (Nonsurgical)"
"2.6.8.1.10";"Accidental poisoning with alcohol (Nonsurgical)"
"2.6.8.1.11";"Accidental poisoning with carbon monoxide (Nonsurgical)"
"2.6.8.1.12";"Accidental poisoning with gases (not carbon monoxide) (Nonsurgical)"
"2.6.8.1.13";"Accidental poisoning with agent not defined (Nonsurgical)"
"2.6.8.34.1";"Self poisoning with sedatives or hypnotics (Nonsurgical)"
"2.6.8.34.2";"Self poisoning with narcotics (Nonsurgical)"
"2.6.8.34.3";"Self poisoning with tri- and tetracyclic antidepressants (Nonsurgical)"
"2.6.8.34.4";"Self poisoning with non-cyclic antidepressants (Nonsurgical)"
"2.6.8.34.5";"Self poisoning with cardiovascular drugs  (Nonsurgical)"
"2.6.8.34.6";"Self poisoning with aspirin (Nonsurgical)"
"2.6.8.34.7";"Self poisoning with paracetamol (Nonsurgical)"
"2.6.8.34.8";"Self poisoning with industrial or agricultural chemicals (Nonsurgical)"
"2.6.8.34.9";"Self poisoning with insulin (Nonsurgical)"
"2.6.8.34.10";"Self poisoning with alcohol (Nonsurgical)"
"2.6.8.34.11";"Self poisoning with carbon monoxide (Nonsurgical)"
"2.6.8.34.12";"Self poisoning with gases (not carbon monoxide) (Nonsurgical)"
"2.6.8.34.13";"Self poisoning with agent not defined (Nonsurgical)"
"2.7.1.8.1";"Polycystic kidneys (Nonsurgical)"
"2.7.1.8.2";"Renal agenesis or hypoplasia (Nonsurgical)"
"2.7.1.8.3";"Nephrolithiasis (Nonsurgical)"
"2.7.1.13.1";"Acute renal failure due to infection (Nonsurgical)"
"2.7.1.13.2";"Acute renal failure due to haemodynamic causes (Nonsurgical)"
"2.7.1.13.3";"Acute renal failure due to toxic or drug causes (Nonsurgical)"
"2.7.1.13.4";"Acute renal failure other causes (Nonsurgical)"
"2.7.1.13.5";"Chronic renal failure (Nonsurgical)"
"2.7.1.15.1";"Retroperitoneal haemorrhage (Nonsurgical)"
"2.7.1.15.2";"Traumatic damage to renal vessels (Nonsurgical)"
"2.7.1.15.3";"Renal artery aneurysm or dissection (Nonsurgical)"
"2.7.1.27.1";"Pyelonephritis or pyonephrosis (Nonsurgical)"
"2.7.1.27.2";"Perinephric abscess (Nonsurgical)"
"2.7.1.27.3";"Leptospirosis (Nonsurgical)"
"2.7.1.27.4";"CAPD related peritonitis (Nonsurgical)"
"2.7.1.28.1";"Glomerulonephritis (Nonsurgical)"
"2.7.1.28.2";"Nephrotic syndrome (Nonsurgical)"
"2.7.1.28.3";"Renal vasculitis (Nonsurgical)"
"2.7.1.30.1";"Ureteric or renal obstruction (Nonsurgical)"
"2.7.1.37.1";"Allograft (Nonsurgical)"
"2.7.1.37.2";"Autotransplant of kidney (Nonsurgical)"
"2.7.1.37.3";"Rejection of kidney transplant (Nonsurgical)"
"2.7.1.38.1";"Traumatic renal rupture (Nonsurgical)"
"2.7.1.38.2";"Traumatic disruption of ureters (Nonsurgical)"
"2.7.1.38.3";"Traumatic damage to renal vessels (Nonsurgical)"
"2.7.1.38.4";"Instrumental damage to kidney, ureter or vessels (Nonsurgical)"
"2.7.1.39.1";"Renal or ureteric tumour (Nonsurgical)"
"2.7.1.41.1";"Renal artery stenosis or occlusion (Nonsurgical)"
"2.7.1.41.2";"Renal artery aneurysm or dissection (Nonsurgical)"
"2.7.1.41.3";"Renal artery embolus (Nonsurgical)"
"2.7.1.41.4";"Renal infarction (Nonsurgical)"
"2.7.1.41.5";"Retroperitoneal haemorrhage (Nonsurgical)"
"2.7.1.41.6";"Traumatic damage to renal vessels (Nonsurgical)"
"2.7.1.41.7";"Renal vasculitis (Nonsurgical)"
"2.7.2.8.1";"Abnormality of bladder or urinary diversion procedure (Nonsurgical)"
"2.7.2.8.2";"Abnormality of urethra (Nonsurgical)"
"2.7.2.15.1";"Haemorrhage from urethra (Nonsurgical)"
"2.7.2.15.2";"Haemorrhage from bladder (Nonsurgical)"
"2.7.2.27.1";"Cystitis, pyocystis or urethritis (Nonsurgical)"
"2.7.2.30.1";"Bladder outlet obstruction (Nonsurgical)"
"2.7.2.38.1";"Traumatic perforation or rupture of bladder (Nonsurgical)"
"2.7.2.38.2";"Traumatic perforation or rupture of urethra (Nonsurgical)"
"2.7.2.38.3";"Instrumental damage to bladder or urethra (Nonsurgical)"
"2.7.2.39.1";"Bladder tumour (Nonsurgical)"
"2.7.2.39.2";"Urethral tumour (Nonsurgical)"
"2.7.3.15.1";"Haemorrhage from uterus (Nonsurgical)"
"2.7.3.15.2";"Haemorrhage from ovary or fallopian tubes (Nonsurgical)"
"2.7.3.27.1";"Uterine cavity infection (Nonsurgical)"
"2.7.3.27.2";"Pelvic infection or abscess (Nonsurgical)"
"2.7.3.27.3";"Toxic shock syndrome (Nonsurgical)"
"2.7.3.27.4";"Tubo-ovarian abscess (Nonsurgical)"
"2.7.3.32.1";"Ovarian hyperstimulation (Nonsurgical)"
"2.7.3.38.1";"Uterine rupture or perforation (Nonsurgical)"
"2.7.3.38.2";"Instrumental damage to uterus, ovaries or fallopian tubes (Nonsurgical)"
"2.7.3.38.3";"Non-accidental injury to female genitalia  (Nonsurgical)"
"2.7.3.39.1";"Ovarian tumour (Nonsurgical)"
"2.7.3.39.2";"Uterine tumour (Nonsurgical)"
"2.7.3.39.3";"Vulval or vaginal tumour (Nonsurgical)"
"2.7.3.39.4";"Ovarian cyst (Nonsurgical)"
"2.7.4.15.1";"Antepartum haemorrhage (Nonsurgical)"
"2.7.4.15.2";"Peri- and postpartum haemorrhage (Nonsurgical)"
"2.7.4.15.3";"Ectopic pregnancy (Nonsurgical)"
"2.7.4.27.1";"Amnionitis (Nonsurgical)"
"2.7.4.27.2";"Pelvic infection or abscess (Nonsurgical)"
"2.7.4.27.3";"Infected retained products of conception (Nonsurgical)"
"2.7.4.27.4";"Septic abortion (Nonsurgical)"
"2.7.4.28.1";"Intrauterine death (Nonsurgical)"
"2.7.4.32.1";"Ovarian hyperstimulation (Nonsurgical)"
"2.7.4.38.1";"Uterine rupture or perforation (Nonsurgical)"
"2.7.4.38.2";"Instrumental damage to uterus, ovaries or fallopian tubes (Nonsurgical)"
"2.7.4.39.1";"Molar pregnancy (Nonsurgical)"
"2.7.4.41.1";"Amniotic fluid embolus (Nonsurgical)"
"2.7.4.41.2";"HELLP syndrome (Nonsurgical)"
"2.7.4.41.3";"Pre-eclampsia (Nonsurgical)"
"2.7.5.15.1";"Bleeding from prostate gland (Nonsurgical)"
"2.7.5.27.1";"Prostatitis (Nonsurgical)"
"2.7.5.27.2";"Testicular, prostatatic or penile abscess (Nonsurgical)"
"2.7.5.27.3";"Fournier's gangrene of perineal tissues (Nonsurgical)"
"2.7.5.38.1";"Traumatic damage to testes, prostrate or penis (Nonsurgical)"
"2.7.5.38.2";"Instrumental damage to testes, prostrate or penis (Nonsurgical)"
"2.7.5.38.3";"Non-accidental injury to male genitalia (Nonsurgical)"
"2.7.5.39.1";"Testicular or penile tumour (Nonsurgical)"
"2.7.5.39.2";"Benign prostatic hyperplasia (Nonsurgical)"
"2.7.5.39.3";"Malignant prostatic tumour (Nonsurgical)"
"2.8.1.8.1";"Thyroid cysts (Nonsurgical)"
"2.8.1.15.1";"Haemorrhage into or from thyroid (Nonsurgical)"
"2.8.1.32.1";"Hyperthyroidism (Nonsurgical)"
"2.8.1.32.2";"Thyroid crisis (Nonsurgical)"
"2.8.1.39.1";"Thyroid tumour (Nonsurgical)"
"2.8.1.40.1";"Hypothyroidism or myxoedema (Nonsurgical)"
"2.8.2.15.1";"Pituitary haemorrhage (Nonsurgical)"
"2.8.2.32.1";"Cushing's syndrome (Nonsurgical)"
"2.8.2.32.2";"Acromegaly (Nonsurgical)"
"2.8.2.32.3";"Prolactinoma (Nonsurgical)"
"2.8.2.39.1";"Cushing's syndrome (Nonsurgical)"
"2.8.2.39.2";"Acromegaly (Nonsurgical)"
"2.8.2.39.3";"Prolactinoma (Nonsurgical)"
"2.8.2.39.4";"Pituitary tumour not defined (Nonsurgical)"
"2.8.2.40.1";"Diabetes insipidus (central) (Nonsurgical)"
"2.8.2.40.2";"Hypopituitarism (Nonsurgical)"
"2.8.3.8.1";"Inborn errors of adrenal function (Nonsurgical)"
"2.8.3.15.1";"Adrenal haemorrhage (Nonsurgical)"
"2.8.3.32.1";"Cushing's syndrome (Nonsurgical)"
"2.8.3.39.1";"Phaeochromocytoma (Nonsurgical)"
"2.8.3.39.2";"Adrenocortical tumours (Nonsurgical)"
"2.8.3.40.1";"Addison's disease (Nonsurgical)"
"2.8.4.37.1";"Islet cell transplant (Nonsurgical)"
"2.8.4.39.1";"Insulinoma (Nonsurgical)"
"2.8.4.10.1";"Diabetic ketoacidosis (Nonsurgical)"
"2.8.4.10.2";"Hyperosmolar coma (Nonsurgical)"
"2.8.4.10.3";"Hypoglycaemia due to insulin therapy (Nonsurgical)"
"2.8.4.10.4";"Insulinoma (Nonsurgical)"
"2.8.4.10.5";"Diabetes mellitus (Nonsurgical)"
"2.8.5.8.1";"Congenital hypoparathyroidism (Nonsurgical)"
"2.8.5.8.2";"Auto-immune hypoparathyroidism (Nonsurgical)"
"2.8.5.8.3";"Post-surgical hypoparathyroidism (Nonsurgical)"
"2.8.5.32.1";"Hypercalcaemia (Nonsurgical)"
"2.8.5.39.1";"Parathyroid tumour (Nonsurgical)"
"2.8.5.40.1";"Congenital hypoparathyroidism (Nonsurgical)"
"2.8.5.40.2";"Auto-immune hypoparathyroidism (Nonsurgical)"
"2.8.5.40.3";"Post-surgical hypoparathyroidism (Nonsurgical)"
"2.8.6.32.1";"Ovarian hyperstimulation (Nonsurgical)"
"2.8.6.39.1";"Ovarian tumour (Nonsurgical)"
"2.8.6.39.2";"Ovarian cyst (Nonsurgical)"
"2.8.7.20.1";"Malignant hyperpyrexia (Nonsurgical)"
"2.8.7.20.2";"Drug induced hyperpyrexia or neuroleptic malignant syndrome (Nonsurgical)"
"2.8.7.20.3";"Heat-stroke or heat exhaustion (Nonsurgical)"
"2.8.7.26.1";"Accidental hypothermia (Nonsurgical)"
"2.8.7.26.2";"Induced or post-operative hypothermia (Nonsurgical)"
"2.8.8.42.1";"Paraneoplastic hypercalcaemia (Nonsurgical)"
"2.8.8.42.2";"Vitamin D intoxication (Nonsurgical)"
"2.8.8.42.3";"Milk-alkali syndrome (Nonsurgical)"
"2.8.8.21.1";"Hypoparathyroidism (Nonsurgical)"
"2.8.8.21.2";"Chelating agent toxicity (Nonsurgical)"
"2.8.8.17.1";"Iatrogenic potassium intoxication (Nonsurgical)"
"2.8.8.17.2";"Renal failure (Nonsurgical)"
"2.8.8.17.3";"Familial periodic paralysis (Nonsurgical)"
"2.8.8.23.1";"Paraneoplastic hypokalaemia (Nonsurgical)"
"2.8.8.23.2";"Drug induced hypokalaemia (Nonsurgical)"
"2.8.8.23.3";"Renal hypokalaemia (Nonsurgical)"
"2.8.8.18.1";"Diabetes insipidus (central or nephrogenic) (Nonsurgical)"
"2.8.8.18.2";"Water depletion (Nonsurgical)"
"2.8.8.18.3";"Excess sodium intake (Nonsurgical)"
"2.8.8.24.1";"Water intoxication (Nonsurgical)"
"2.8.8.24.2";"Iatrogenic hyponatraemia (Nonsurgical)"
"2.8.8.24.3";"Paraneoplastic hyponatraemia (Nonsurgical)"
"2.8.8.16.1";"Diabetic ketoacidosis (Nonsurgical)"
"2.8.8.16.2";"Hyperosmolar states (Nonsurgical)"
"2.8.8.22.1";"Hypoglycaemia due to insulin therapy (Nonsurgical)"
"2.8.8.22.2";"Insulinoma (Nonsurgical)"
"2.8.8.22.3";"Hypoglycaemia not due to excess insulin (Nonsurgical)"
"2.8.8.2.1";"Hyperchloraemic acidosis (Nonsurgical)"
"2.8.8.2.2";"Lactic acidosis (Nonsurgical)"
"2.8.8.2.3";"Diabetic ketoacidosis (Nonsurgical)"
"2.8.8.4.1";"Gastric fluid loss (Nonsurgical)"
"2.8.8.4.2";"Alkali ingestion (Nonsurgical)"
"2.8.8.43.1";"Water intoxication (Nonsurgical)"
"2.8.8.43.2";"Excess parenteral fluids (Nonsurgical)"
"2.8.8.34.1";"Self poisoning with sedatives or hypnotics (Nonsurgical)"
"2.8.8.34.2";"Self poisoning with narcotics (Nonsurgical)"
"2.8.8.34.3";"Self poisoning with tri- and tetracyclic antidepressants (Nonsurgical)"
"2.8.8.34.4";"Self poisoning with non-cyclic antidepressants (Nonsurgical)"
"2.8.8.34.5";"Self poisoning with cardiovascular drugs  (Nonsurgical)"
"2.8.8.34.6";"Self poisoning with aspirin (Nonsurgical)"
"2.8.8.34.7";"Self poisoning with paracetamol (Nonsurgical)"
"2.8.8.34.8";"Self poisoning with industrial or agricultural chemicals (Nonsurgical)"
"2.8.8.34.9";"Self poisoning with insulin (Nonsurgical)"
"2.8.8.34.10";"Self poisoning with alcohol (Nonsurgical)"
"2.8.8.34.11";"Self poisoning with carbon monoxide (Nonsurgical)"
"2.8.8.34.12";"Self poisoning with gases (not carbon monoxide) (Nonsurgical)"
"2.8.8.34.13";"Self poisoning with agent not defined (Nonsurgical)"
"2.8.8.1.1";"Accidental poisoning with sedatives or hypnotics (Nonsurgical)"
"2.8.8.1.2";"Accidental poisoning with narcotics (Nonsurgical)"
"2.8.8.1.3";"Accidental poisoning with tri- and tetracyclic antidepressants (Nonsurgical)"
"2.8.8.1.4";"Accidental poisoning with non-cyclic antidepressants (Nonsurgical)"
"2.8.8.1.5";"Accidental poisoning with cardiovascular drugs (Nonsurgical)"
"2.8.8.1.6";"Accidental poisoning with aspirin (Nonsurgical)"
"2.8.8.1.7";"Accidental poisoning with paracetamol (Nonsurgical)"
"2.8.8.1.8";"Accidental poisoning with industrial or agricultural chemicals (Nonsurgical)"
"2.8.8.1.9";"Accidental poisoning with insulin (Nonsurgical)"
"2.8.8.1.10";"Accidental poisoning with alcohol (Nonsurgical)"
"2.8.8.1.11";"Accidental poisoning with carbon monoxide (Nonsurgical)"
"2.8.8.1.12";"Accidental poisoning with gases (not carbon monoxide) (Nonsurgical)"
"2.8.8.1.13";"Accidental poisoning with agent not defined (Nonsurgical)"
"2.8.8.44.1";"Snake bite (Nonsurgical)"
"2.8.8.44.2";"Envenomation other than snake (Nonsurgical)"
"2.8.8.3.1";"Alcohol overdose (Nonsurgical)"
"2.8.8.3.2";"Alcohol withdrawal seizures (Nonsurgical)"
"2.8.8.3.3";"Delerium tremens (Nonsurgical)"
"2.8.8.3.4";"Acute alcoholic hepatitis (Nonsurgical)"
"2.8.10.45.1";"Inborn errors of metabolism (Nonsurgical)"
"2.8.9.29.1";"Morbid obesity (Nonsurgical)"
"2.8.9.36.1";"Eating disorder (Nonsurgical)"
"2.8.11.53.1";"Trisomy 18 (Edward's syndrome) (Nonsurgical)"
"2.8.11.53.2";"Trisomy 21 (Down's syndrome) (Nonsurgical)"
"2.8.11.53.3";"Trisomy 13 (Patau or trisomy D) (Nonsurgical)"
"2.8.11.53.4";"Other trisomy (Nonsurgical)"
"2.8.11.54.1";"Chromosomal deletion syndromes (partial monosomy) (Nonsurgical)"
"2.8.11.46.1";"Turner's syndrome (XO) (Nonsurgical)"
"2.8.11.46.2";"Klinefelter's syndrome (XXY) (Nonsurgical)"
"2.8.11.46.3";"Other sex chromosome disorders (Nonsurgical)"
"2.8.11.47.1";"Contiguous gene syndromes (Nonsurgical)"
"2.9.1.8.1";"Anaemias (Nonsurgical)"
"2.9.1.8.2";"Polycythaemia (Nonsurgical)"
"2.9.1.8.3";"Porphyria (Nonsurgical)"
"2.9.1.8.4";"Sickle cell disease (Nonsurgical)"
"2.9.1.8.5";"Spherocytosis or stomatocytosis (Nonsurgical)"
"2.9.1.8.6";"Thalassaemia (Nonsurgical)"
"2.9.1.8.7";"Haemophilia or von Willebrand's disease (Nonsurgical)"
"2.9.1.14.1";"Autoimmume haemolysis (Nonsurgical)"
"2.9.1.14.2";"Drug induced haemolysis (Nonsurgical)"
"2.9.1.14.3";"Disseminated intravascular coagulation (Nonsurgical)"
"2.9.1.14.4";"Idiopathic thrombocytopaenic purpura (Nonsurgical)"
"2.9.1.14.5";"Drug induced thrombocytopaenia (Nonsurgical)"
"2.9.1.14.6";"Haemolytic or uraemic syndrome (Nonsurgical)"
"2.9.1.14.7";"Henoch-Schonlein purpura (Nonsurgical)"
"2.9.1.14.8";"Transfusion reaction (Nonsurgical)"
"2.9.1.14.9";"HELLP syndrome (Nonsurgical)"
"2.9.1.14.10";"Thrombotic thrombocytopaenic purpura (Nonsurgical)"
"2.9.1.27.1";"Leishmaniasis (Nonsurgical)"
"2.9.1.27.2";"Malaria (Nonsurgical)"
"2.9.1.27.3";"HIV (Nonsurgical)"
"2.9.1.27.4";"Septicaemia (Nonsurgical)"
"2.9.1.27.5";"Leptospirosis (Nonsurgical)"
"2.9.1.27.6";"Mononucleosis (Nonsurgical)"
"2.9.2.25.1";"Aplastic anaemia (Nonsurgical)"
"2.9.2.25.2";"Drug induced hypoplasia (Nonsurgical)"
"2.9.2.25.3";"Myelodysplasia (Nonsurgical)"
"2.9.2.37.1";"Bone marrow transplant (Nonsurgical)"
"2.9.2.37.2";"Graft vs Host disease (Nonsurgical)"
"2.9.2.39.1";"Acute lymphoblastic leukaemia (Nonsurgical)"
"2.9.2.39.2";"Acute myeloblastic leukaemia (Nonsurgical)"
"2.9.2.39.3";"Chronic lymphocytic leukaemia (Nonsurgical)"
"2.9.2.39.4";"Chronic myelogenous leukaemia (Nonsurgical)"
"2.9.2.39.5";"Hodgkin's lymphoma (Nonsurgical)"
"2.9.2.39.6";"Non-Hodgkin's lymphoma (Nonsurgical)"
"2.9.2.39.7";"Myeloma (Nonsurgical)"
"2.10.1.8.1";"Rheumatoid or osteoarthritis (Nonsurgical)"
"2.10.1.8.2";"Kyphoscoliosis (Nonsurgical)"
"2.10.1.8.3";"Spinal ankylosis (Nonsurgical)"
